رمز فئة المنتج,اسم المصنع,العنوان,رقم التواصل,البريد الإلكتروني
18567006,مصنع حظيظ حجيج سعدي الهجلة المطيري للصناعة,المحجر،، المحجر، جدة 22425، ال,114234008,null
18567006,مصنع بيت الاسفنج للصناعة,"Unnamed Road, جدة 22754، السعو",112451008,ali16.a@hotmail.com
18567006,مصنع دور الجزيره للاسفنج ومراتب السست,"Unnamed Road, الرياض 14327، ال",112451008,ali16.a@hotmailo.com
18567006,مصنع البركة لانتاج اللحف والمخدات,"Unnamed Road, جدة 22754، السعو",122887008,albarakah111@hotmail.com
18567006,مصنع وثير للبياضات الصناعية,4473، حي السروات، جدة 22526 69,126081008,info@watheer.com
18567006,مصنع حبيبة عشوي العنزي للأثاث والمفروشات,حفر الباطن - الصناعية ,13722008,saleh_1976@hotmail.com
18567006,مصنع نوم لطيف للمراتب والبوليستر,5085، الرياض 13722 7810، السعو,114234008,saad2620@yahoo.com
18567006,شركة تصنيع المفروشات والبوليستر,null,0,mhannouf@fapindustries.com
18567006,مصنع القصور الفاخرة للاسفنج ومراتب السست,"Unnamed Road, الرياض 14327، ال",112451008,ali16.a@hotmail.com
18567006,مصنع مراتب الرياض الراقي للصناعة,"Unnamed Road, الرياض السعودية",0,sparetime-ksa@hotmail.com
18567006,مصنع الخيل المتقدمة للمراتب,"Unnamed Road, جدة 22754، السعو",544774008,ahmed14023@gmail.com
18567006,فرع شركة مسارات التميزة للصناعة,"Unnamed Road, جدة 22786، السعو",22168006,null
18567006,مصنع الرميح لصناعة مراتب السست,الدمام,138121008,afm-fum@cyberin.net.sa
18567006,شركة مصنع التبيان لمرلتب الاسفنج والسست المحدودة,4287 وادي هجر، بدر، الرياض 147,0,riyadh@altebyan.com
18567006,مصنع المراتب والسرر الحديثه فرع الشركة العالمية لتسويق منتجات النوم,"290, حدة السعودية",636286006,mkhaoji@sleephigh.com
18567006,مصنع انتركويل السعودية للمفروشات,2550، المدينة الصناعية الثانية,138394008,fadel.almajid@intercoil.com
18567006,المطلق لصناعة الأثاث,الدمام ,478501006,sawaf@almutlaqfurniture.com
18567006,مصنع صفاء نجد للصناعة,شارع ابي رجاء العطاردي ,114234008,saad2620@yahoo.com
18567006,مصنع البيت الأمين للتصنيع,2201، حي السرورية، جدة 22523 6,126083008,toptown6@hotmail.com
18567006,مصنع المراتب الخليجية للصناعة,"Unnamed Road, الرياض السعودية",47501006,arifalnahdi@hotmail.com
18567006,مصنع العمر للاثاث المعدني والخشبي والاسفنج الصناعي,7226، حي المروة، بريدة 52321 2,322026006,alomar_group@yahoo.co.uk
18567006,مصنع نجوم بكة للصناعة,"Unnamed Road, جدة 22754، السعو",126504008,rashedmostwanted@yahoo.com
18567006,مصنع جده للرقائق الرغوية والاسفنج فرع شركة عبدالخالق سعيد للتجارة والصناعة,8919، حي المحجر، جدة 22423 463,126362008,ma.201060@hotmail.com
18567006,مصنع مراتب الصحراء,الخرج -المدينة الصناعية بالخرج,462009006,sleep-royal@hotmail.com
18567006,شركة انهار الارض للصناعه,7331 الفتح، السلي، الرياض 1426,0,sleeptimeruh@hotmail.com
18567006,مصنع المراتب الذهبيه للمفروشات,جده-حي الخمره-مخطط العسائي-بجوار مسدودعات تمر للادويه,540844008,bader@hotmail.com
18567006,شركة رعاية الظهر للصناعة شركة شخص واحد,شارع بئر عروة، الرياض السعودية,0,info@backcare.com.sa
18567006,مصنع غانم عبدالله الغانم لمراتب السست والأثاثاث الخشبي,الدمام - الرابية - شارع الشجرة,839379006,null
18567006,مصنع امجاد الغراء للاسفنج والمفروشات,"منطقه الخمره, مخطط التميمي خلف مستودعات الغرفه اللتجاريه بمحافظه جده",635901006,null
18567006,مصنع شركة المفارش العربية,الرياض-حي المشاعل-شارع المروه,114198008,tareq6933@gmail.com
18567006,مصنع الامان السريع للمراتب,4015 الرسالة، بدر، الرياض 1472,449522006,mnw7777@hotmail.com
18567006,مصنع السبعة نجوم لإنتاج الإسفنج و الأثاث,المدينة الصناعية طريق الخرج قرب مصنع الجبس,114955008,stco1423@gmail.com
18567006,مصنع خطوط الأثاث للصناعة,6833 الاحساء، المدينة الصناعية,841501006,adel@abahosain.com
18567006,شركة مصنع الشرق الأوسط للمراتب,"4985, المدينة الصناعية، جدة 22",608135006,sharif@sealyme.com
18567006,شركة مصنع الجزيرة لصناعة مراتب السست,Unnamed Road 22772، السعودية,920004008,abdullah@quietsleepfactory.com
18567005,مصنع زهران لفنون الاخشاب للصناعة,"Unnamed Road, جدة 22764، السعو",266902007,meshary@zazahran.com
18567005,مصنع هاشم محمد العيدروس للألمنيوم والخشب,مكة المكرمة /  طريق مكة - جدة السريع ,253345007,hassanahmad70@gmail.com
18567005,شركة الخزائن الذكية للصناعة,3356، نخب، الطائف 26516 7915، ,0,maeenalkhair700@gmail.com
18567005,مصنع جنيفا للصناعة,4347 خالد بن الوليد، الطائف 26,0,abd1000hm@gmail.com
18567005,شركة مصنع الجودة للأعمال الخشبية,الرياض صناعية المناخ  طريق الخرج ,419551006,fares.abk@gmail.com
18567005,شركة محمود يوسف عضاضة وعصام قباني وشركاهما المحدودة,"9417, البحيرات، مكة 24227، الس",555509008,a.hussein@adada-kabbani.com
18567005,فرع مصنع شركة معن حمد الجاسر وشركاءه للخزائن الخشبية,Unnamed Road 15312، السعودية,112695008,admin.info1@aljasser-group.net
18567005,مصنع المواكبة للأثاث و الصناعات الخشبية المحدودة,null,609222006,s.a.amoudi@woodroc.com
18567005,مصنع قناديل للاثاث,7782، أبها 62529 5109، السعودي,172264008,alasmi1426@hotmail.com
18567005,شركة مصنع ورثة زكرياعبدالخالق الجاروشة للأثاث الخشبي,المدينة الصناعية الأولى / المرحلة الخامسة / مصنع 148,608067006,musa@gmail.com
18567005,مصنع رآك السعودية الصناعية,السلي  شارع اسطنبول صناعيه سما,114556008,al-motradef@hotmail.com
18567005,مصنع بيت الابنوس للتصنيع,"Unnamed Road, المشاعل، الرياض ",0,majid202@hotmail.com
18567005,شركة ستيلكيس الجريسي المحدودة,4273، المدينة الصناعية الجديدة,265003006,msaadi@steelcasejeraisy.com
18567005,مصنع السواد للتصنيع,3617، الرابية، الدمام 32437 63,0,null
18567005,شركة الاش الدولية,جدة - شارع الملك فيصل - حي الخمرة -مستودعات الغرفة التجارية الاولى ,613617006,null
18567005,مصنع دار الأثاث الخشبي والمعدني لصاحبة محمد راشد محمد الهويمل,8387، السلي، الرياض 14273 2704,147137007,m.m.mehrez@gmail.com
18567005,مصنع اتمتة للصناعة,الشارع الأول، المدينة الصناعية الثانية - جدة - المملكة العربية السعودية,126141008,Fahad@atmata.sa
18567005,مصنع عتيق احمد قريشى لآعمال الديكورات الخشبية,"Unnamed Road, جدة 22754، السعو",122891008,attique.kra@gmail.com
18567005,شركة مصنع فادن للمنتجات الخشبية المحدودة,8289، المدينة الصناعية الجديدة,0,somebody@mail.com
18567005,شركة روائع الأثاث للديكور,"Unnamed Road, جدة 22764، 22764",0,null
18567004,مصنع تشكيل المستقبل للصناعات الحديدية,صناعية رماح ,115237007,ssma-1407@hotmail.com
18567004,مصنع فهد محمد الشاعر للاعمال الحديدية والمعدنية للصناعة,2918 عندل، الصناعية القديمة، ا,448376006,null
18567004,شركة المصنع السعودي الحديث,"Unnamed Road, الرياض السعودية",11448008,ammar.bupa@hotmail.com
18567004,شركة مصنع محمد البسام وشركاه لصناعة الاثاث,7505، المناخ، الرياض 14316 240,112912008,albassamfactory@hotmail.com
18567004,مصنع خطوط الأثاث للصناعة,6833 الاحساء، المدينة الصناعية,841501006,adel@abahosain.com
18567004,مصنع كراسينا للأثاث,الرياض - صناعية الفوازن,0,karasenafactory-k.s.a@hotmail.com
18567004,مصنع خالد حسين مهرالدين للاثاث الخشبي,null,0,null
18567004,مصنع ورده الصالحية للأثاث والستائر,الحاير,462778006,wardeh@wardeh.com.sa
18567004,مصنع شركة بيت التجهيزات للمطابخ و الأثاث,الرياض - شارع اسطنبول - صانعية ريماس,0,---
18567004,مصنع المستقبل للأثاث والديكور,الصناعية - المدن الصناعية - العمارة,172211008,asulaiman@al-jazeerapaints.com
18567004,الشركة العالمية للأثاث والمستلزمات الطبية,4653، المدينة الصناعية الجديدة,568201008,abdulrahmanbanafae@gmail.com
18567004,شركة مصنع ريازة للألمنيوم,6699 خضيراء - حى السلى,471303006,riyazah@hotmail.com
18567004,مصنع شركة الخليج للتأثيث,Unnamed Road السعودية,571932008,alsudayri@gfco.sa
18567004,مصنع جنيفا للصناعة,4347 خالد بن الوليد، الطائف 26,0,abd1000hm@gmail.com
18567004,المصنع السعودي لتقنية الأبواب,8201، الوشحاء، الطائف 26516 40,734333006,albadar_686@yahoo.com
18567004,شركة تجهيز الوطنية,"Unnamed Road, الرياض 14327، ال",0,gm@fee.com.sa
